idx,mlp_size,test_auc,test_acc,val_auc,val_acc,#params
9,18,92.12033712091481,74.91271820448878,92.78694757548459,75.87238285144566,39243
10,2,91.97635750525663,75.56109725685786,92.72298772022538,75.77268195413758,26155
10,3,91.98418942883502,75.16209476309227,92.75931290760798,75.17447657028913,26943
10,4,91.90841237061508,74.51371571072319,92.88755255662102,75.3738783649053,27735
10,5,92.27111010190664,74.91271820448878,92.76217229140423,75.77268195413758,28531
10,6,92.13120647809497,74.66334164588528,92.92582791109257,74.77567298105683,29331
10,7,92.26418002834251,76.10972568578553,93.02556784607017,75.47357926221336,30135
10,8,92.22694386226006,75.91022443890274,93.03193257148597,74.97507477567298,30943
10,9,91.4630616716215,75.11221945137157,92.49054740084725,74.37686939182453,31755
10,10,92.261973166564,76.50872817955113,93.03839784385852,76.17148554336988,32571
10,11,92.3254627170121,75.36159600997506,92.93574776120954,74.0777666999003,33391
10,12,92.23868692304897,75.66084788029926,92.95656473710825,75.77268195413758,34215
10,13,92.23082745221652,74.81296758104739,92.70305826522251,73.87836490528414,35043
10,14,91.89154465207159,74.214463840399,92.63557452063047,73.97806580259221,35875
10,15,92.17369847973897,74.713216957606,92.83029796569629,75.17447657028913,36711
10,16,92.61565650732527,75.66084788029926,92.83728250488062,75.87238285144566,37551
10,17,92.26053939890319,74.76309226932668,93.25503170915941,76.17148554336988,38395
10,18,92.23356089552126,75.76059850374065,92.97947533985106,75.47357926221336,39243
11,2,91.9950302981934,74.713216957606,92.52981442585414,75.3738783649053,26155
11,3,92.1739036178345,74.66334164588528,92.91059878632699,75.3738783649053,26943
11,4,91.74954765616349,74.214463840399,92.3161210040183,74.67597208374876,27735
11,5,91.4045072456552,74.214463840399,92.72120734104465,74.47657028913261,28531
11,6,91.91110699932699,75.06234413965088,93.0937393801231,75.97208374875373,29331
11,7,91.70457191189048,74.56359102244389,92.47213374683795,75.47357926221336,30135
11,8,92.26776673689096,75.01246882793018,92.65208250675693,75.07477567298105,30943
11,9,92.35696084151256,76.30922693266832,93.02914546039636,76.37088733798603,31755
11,10,92.18666065968533,76.20947630922693,93.01170478107636,74.37686939182453,32571
11,11,92.40964062706412,76.35910224438904,93.01061759538209,75.2741774675972,33391
11,12,92.40481726275723,74.46384039900249,93.29969213672598,76.27118644067797,34215
11,13,92.31432136944487,75.26184538653366,93.07686426671809,74.8753738783649,35043
11,14,92.03281304885526,74.91271820448878,92.60669041473415,73.28015952143569,35875
11,15,91.8498822953221,73.76558603491273,92.64591116327072,75.67298105682951,36711
11,16,92.21223712089541,75.81047381546135,93.21841934405526,76.76969092721835,37551
11,17,92.42065136454764,75.41147132169576,93.08750772150614,76.66999002991027,38395
11,18,92.37804163327323,75.71072319201994,92.92034939224462,74.8753738783649,39243
12,2,91.83240706096447,75.66084788029926,92.64609255210821,75.57328015952145,26155
12,3,91.94291793153269,74.96259351620948,92.63951598411083,75.57328015952145,26943
12,4,91.90166240037976,75.26184538653366,92.99010512130025,75.07477567298105,27735
12,5,91.09909888848972,73.66583541147132,91.86323827765477,74.97507477567298,28531
12,6,91.56989077330145,74.1645885286783,92.57896518715718,74.17746759720838,29331
12,7,92.40749673413566,76.05985037406484,92.89293621886048,75.87238285144566,30135
12,8,92.19651975393022,76.00997506234414,92.62290747881788,76.17148554336988,30943
12,9,92.383196839062,75.91022443890274,93.13266232891705,75.67298105682951,31755
12,10,92.01700144275637,74.51371571072319,92.78074370423604,74.47657028913261,32571
12,11,92.79691093600462,76.40897755610972,93.040040929457,76.17148554336988,33391
12,12,92.28390014663849,75.26184538653366,93.051804849442,75.77268195413758,34215
12,13,91.61479222968563,73.66583541147132,92.23296814692513,74.27716849451646,35043
12,14,92.25359291505335,75.26184538653366,93.12142397519196,75.17447657028913,35875
12,15,92.58638500263207,76.05985037406484,93.20300721959343,77.46759720837487,36711
12,16,92.27837430779272,74.214463840399,92.84387156039041,75.17447657028913,37551
12,17,92.30990555698831,75.36159600997506,93.03687771559872,75.67298105682951,38395
12,18,91.62195000079568,74.3142144638404,93.1677381566372,76.17148554336988,39243
13,2,91.67129017999841,74.713216957606,92.7923598093672,74.27716849451646,26155
13,3,92.10446114006555,75.26184538653366,92.94340158424738,74.97507477567298,26943
13,4,92.01474203172062,76.15960099750623,93.21095649596278,76.37088733798603,27735
13,5,92.35123717713017,75.41147132169576,92.90483311890647,75.47357926221336,28531
13,6,91.73303337847324,74.61346633416458,92.7346356238332,75.07477567298105,29331
13,7,92.25332593886503,75.91022443890274,92.89027820337384,76.27118644067797,30135
13,8,92.56169863065836,76.6583541147132,93.3731030695409,75.97208374875373,30943
13,9,91.82783910331632,74.2643391521197,92.91534160644626,74.37686939182453,31755
13,10,91.89362945828728,75.11221945137157,92.79968420188472,74.8753738783649,32571
13,11,92.37806111379217,74.3142144638404,92.93574644647802,75.97208374875373,33391
13,12,92.49612575987055,74.86284289276807,93.20923005283441,76.07178464606181,34215
13,13,91.94484561763616,75.06234413965088,92.90090366552147,75.2741774675972,35043
13,14,91.89886788854959,75.56109725685786,92.61325089668891,75.2741774675972,35875
13,15,92.73478521417206,76.10972568578553,93.14713018234346,76.5702891326022,36711
13,16,92.00475057604083,75.51122194513715,92.87156422878257,74.97507477567298,37551
13,17,92.03360346638446,75.01246882793018,93.06219950350479,75.3738783649053,38395
13,18,92.04758567054162,74.56359102244389,92.73259755448818,75.3738783649053,39243
14,2,91.8084385025258,75.51122194513715,92.72824518002724,74.57627118644068,26155
14,3,92.11967261400903,76.25935162094764,92.59031751732628,74.27716849451646,26943
14,4,91.84426674624443,75.76059850374065,92.60636657226307,74.47657028913261,27735
14,5,91.73444480007336,74.96259351620948,92.4301383199509,74.0777666999003,28531
14,6,92.1566621356965,76.20947630922693,92.73291669749125,75.3738783649053,29331
14,7,92.23982232588442,76.10972568578553,92.5455648539834,74.77567298105683,30135
14,8,92.70198648198875,76.35910224438904,92.97501877930274,75.3738783649053,30943
14,9,92.60353293032763,76.05985037406484,93.27555757600265,76.66999002991027,31755
14,10,92.24831256166829,75.81047381546135,93.05508528337396,75.77268195413758,32571
14,11,91.28601050197342,74.0149625935162,92.45353345598221,73.77866400797608,33391
14,12,92.16367179817455,74.96259351620948,92.75045446071907,74.57627118644068,34215
14,13,92.33886223072732,74.51371571072319,92.89675178706452,74.27716849451646,35043
14,14,92.25252416823369,75.26184538653366,93.30500087209384,76.47058823529412,35875
14,15,92.25183477176732,76.10972568578553,92.5169320501017,74.0777666999003,36711
14,16,91.77862120336268,73.36658354114714,92.67831955718574,74.17746759720838,37551
14,17,92.25700953816755,74.91271820448878,92.95513719120314,75.67298105682951,38395
14,18,92.43790577506398,76.10972568578553,92.66379272507821,75.67298105682951,39243
15,2,91.9426448734557,74.66334164588528,92.91903115779272,75.17447657028913,26155
15,3,92.01475543564524,74.96259351620948,92.29644794387319,74.67597208374876,26943
15,4,91.82032234039191,74.96259351620948,92.66215003335948,74.27716849451646,27735
15,5,92.29444789210905,75.36159600997506,93.20327254145843,76.5702891326022,28531
15,6,92.31183676112263,74.96259351620948,93.11532172257344,75.47357926221336,29331
15,7,92.57407162719069,75.36159600997506,93.30910197806227,75.3738783649053,30135
15,8,92.37243804196292,75.51122194513715,92.57188855342517,76.76969092721835,30943
15,9,92.21181681613578,75.51122194513715,92.79861399789631,74.97507477567298,31755
15,10,92.54567065417399,74.96259351620948,92.30785163551674,73.47956131605184,32571
15,11,92.27316298857714,75.91022443890274,92.65352451133634,74.57627118644068,33391
15,12,92.18212491257648,75.21197007481297,93.12219723341046,75.87238285144566,34215
15,13,92.04975692945956,74.2643391521197,93.11782998086984,74.0777666999003,35043
15,14,92.34496767193279,74.51371571072319,92.97510093731704,74.27716849451646,35875
15,15,91.92493861234665,75.51122194513715,92.84661354382034,74.67597208374876,36711
15,16,92.33848891528935,74.66334164588528,93.26835634992563,76.17148554336988,37551
15,17,92.33169129453546,75.71072319201994,92.90293598688451,74.0777666999003,38395
15,18,92.11105096102285,74.86284289276807,93.30779065251946,75.67298105682951,39243
16,2,91.0446608553462,74.0149625935162,92.30075616350078,75.07477567298105,26155
16,3,91.9383443169165,74.713216957606,92.7293791530098,75.47357926221336,26943
16,4,92.22090548063908,75.71072319201994,93.01668753525396,75.2741774675972,27735
16,5,92.36612699217372,76.25935162094764,93.15201379126589,76.66999002991027,28531
16,6,92.29890971296368,76.25935162094764,93.17454504335892,75.47357926221336,29331
16,7,92.28690450438692,74.51371571072319,93.01921647247316,74.97507477567298,30135
16,8,92.28778983196894,75.66084788029926,93.03174832087234,76.17148554336988,30943
16,9,92.36029071105763,75.51122194513715,92.68619058304867,74.8753738783649,31755
16,10,92.41612199124842,75.66084788029926,92.97186929306385,75.67298105682951,32571
16,11,92.15865670976864,75.71072319201994,92.90437198587824,74.57627118644068,33391
16,12,91.82720909327192,74.81296758104739,92.83277467679821,73.87836490528414,34215
16,13,92.10640923467164,74.56359102244389,92.8094203288437,74.17746759720838,35043
16,14,91.9426182508808,74.91271820448878,92.84778625538061,75.17447657028913,35875
16,15,92.04506120596184,75.06234413965088,93.18349051404608,75.17447657028913,36711
16,16,91.83464231375169,74.96259351620948,92.3733185328089,74.47657028913261,37551
16,17,92.07516799421116,75.01246882793018,92.83222391129668,75.57328015952145,38395
16,18,92.19540167782164,74.56359102244389,92.8011712017473,73.08075772681954,39243
17,2,92.20299705198603,75.91022443890274,92.81199938737855,75.67298105682951,26155
17,3,92.24454938125238,74.91271820448878,92.93281606378066,75.17447657028913,26943
17,4,91.92667661864856,75.41147132169576,92.93609381839188,74.47657028913261,27735
17,5,92.05406451092438,75.41147132169576,92.93098055941638,76.76969092721835,28531
17,6,92.4868863521134,74.713216957606,92.91649039607177,75.3738783649053,29331
17,7,92.45015116146973,74.56359102244389,92.95683108330564,75.17447657028913,30135
17,8,92.21175938038184,75.81047381546135,93.06491707542138,76.47058823529412,30943
17,9,92.2512956711025,76.00997506234414,92.87343056683439,74.37686939182453,31755
17,10,91.40085186535678,73.21695760598503,92.43360494321642,75.67298105682951,32571
17,11,92.46851469810464,75.16209476309227,92.97423143532629,74.37686939182453,33391
17,12,91.96338044204276,74.76309226932668,92.63823987760377,75.3738783649053,34215
18,13,90.94242377028944,73.91521197007481,92.1024033621226,74.57627118644068,35043
18,14,92.3131163697745,74.2643391521197,92.91792914662614,74.37686939182453,35875
18,15,92.22257734825308,74.81296758104739,92.8101941474384,75.17447657028913,36711
18,16,92.18097605210399,75.26184538653366,93.29806346507661,74.57627118644068,37551
18,17,92.27778320712784,75.01246882793018,93.22684787438982,75.67298105682951,38395
18,18,92.41288846371613,75.51122194513715,93.09092834683122,74.27716849451646,39243
18,2,92.15369508257163,74.96259351620948,93.13509711021358,74.8753738783649,26155
18,3,91.90188011398571,75.61097256857855,92.87201858974977,76.27118644067797,26943
18,4,92.12992734043725,73.61596009975062,92.61786802856184,74.0777666999003,27735
18,5,92.19507259864397,73.86533665835412,92.65972619226608,73.57926221335993,28531
18,6,92.31105280283568,76.05985037406484,92.9145370797548,75.2741774675972,29331
18,7,92.05980429134935,75.36159600997506,92.7664380521351,74.77567298105683,30135
18,8,91.44375321477908,73.96508728179552,92.52649515844168,74.37686939182453,30943
18,9,91.46722342180735,74.3142144638404,92.20394071842058,74.27716849451646,31755
18,10,91.58811977294651,74.1645885286783,92.4208884504988,74.8753738783649,32571
18,11,92.36656133880764,74.51371571072319,92.90069997624256,73.97806580259221,33391
18,12,91.78662221539028,74.96259351620948,92.46733507758347,74.8753738783649,34215
19,13,92.1044404422558,75.41147132169576,92.90052720355071,75.67298105682951,35043
19,14,92.0396406795038,74.96259351620948,93.13769014809688,76.47058823529412,35875
19,15,92.2561761613542,76.05985037406484,92.6086885620488,75.07477567298105,36711
19,16,92.25362413202247,75.61097256857855,93.10431413494395,74.8753738783649,37551
19,17,92.02555912462552,74.06483790523691,93.1983530980813,74.27716849451646,38395
19,18,91.9362452528827,74.81296758104739,92.0085256582815,74.37686939182453,39243
19,2,91.17162172989711,73.66583541147132,92.53523745000814,74.47657028913261,26155
19,3,91.88334666197228,75.16209476309227,92.8513587702508,75.07477567298105,26943
19,4,92.08010493961706,75.91022443890274,92.65228338945248,73.08075772681954,27735
19,5,92.20517226780233,75.71072319201994,92.63806765707983,74.77567298105683,28531
19,6,91.80670431786979,74.11471321695761,92.85943098057491,75.77268195413758,29331
19,7,92.34342958323263,76.20947630922693,92.98515984083623,75.67298105682951,30135
19,8,92.08512068266224,75.41147132169576,92.8177589718762,76.37088733798603,30943
19,9,91.32250674157193,74.0149625935162,92.18750859296186,74.0777666999003,31755
19,10,92.20823466600231,75.31172069825436,92.99176201396827,75.77268195413758,32571
19,11,91.2860666022102,74.61346633416458,92.3652239564461,75.17447657028913,33391
19,12,92.24089204460739,74.66334164588528,92.69466017841633,75.3738783649053,34215
20,13,92.25254837349907,76.05985037406484,93.12976911742157,75.87238285144566,35043
20,14,91.74006517653753,74.81296758104739,92.48663782641555,74.37686939182453,35875
20,15,92.40750112879012,76.30922693266832,93.2118547641853,76.66999002991027,36711
20,16,92.02463940254798,75.01246882793018,93.33381791110781,74.67597208374876,37551
20,17,91.97719992559612,75.66084788029926,92.65346014614677,75.77268195413758,38395
20,18,92.16504046620342,74.96259351620948,92.82004494069838,73.57926221335993,39243
20,2,92.1670796767512,74.96259351620948,92.9852072721702,75.97208374875373,26155
20,3,91.47583848024766,74.56359102244389,92.7021733009235,75.17447657028913,26943
20,4,92.11719594276246,74.86284289276807,93.09302764599056,74.77567298105683,27735
20,5,92.22244150417335,75.41147132169576,93.15295473508078,74.57627118644068,28531
20,6,92.22205355816567,75.36159600997506,92.85718744572752,75.07477567298105,29331
20,7,91.42138310309636,73.46633416458853,92.28728491961388,74.97507477567298,30135
20,8,92.29263962839843,75.81047381546135,92.98363787099167,74.8753738783649,30943
20,9,92.14879330863558,75.36159600997506,92.80753733844334,76.86939182452642,31755
20,10,91.9673961287937,74.91271820448878,92.50199559496546,74.57627118644068,32571
20,11,92.14814385562761,75.06234413965088,92.78169802011327,73.87836490528414,33391
20,12,92.33435543766096,76.05985037406484,92.58885162563409,75.47357926221336,34215
21,13,92.12848668288377,74.713216957606,92.76333825938752,75.57328015952145,35043
21,14,92.288122964512,74.713216957606,92.80593320469706,75.57328015952145,35875
21,15,92.25185540433536,75.11221945137157,92.80132954470453,74.37686939182453,36711
21,16,91.43732346050325,73.81546134663341,92.50351561867562,75.17447657028913,37551
21,17,91.98614414253831,75.26184538653366,92.98347417904364,74.8753738783649,38395
21,18,92.32041182761606,74.713216957606,93.33604703690017,75.87238285144566,39243
