idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,test_auc,test_acc,val_auc,val_acc
0,0.001,48,0.2,4,1,200,4,1e-07,92.0038737836889,75.21197007481297,92.9609815211496,74.67597208374876
1,0.001,48,0.2,4,1,200,4,1e-07,91.86467091640176,74.0149625935162,92.91360303882897,73.678963110668
2,0.001,48,0.2,4,1,200,4,1e-07,92.37180814606647,74.91271820448878,93.05375906894339,74.97507477567298
3,0.001,48,0.2,4,1,200,4,1e-07,92.39139093345983,74.3142144638404,92.8248677921166,73.18045862412762
4,0.001,48,0.2,4,1,200,4,1e-07,92.00080431664674,72.11970074812967,92.22177097011016,71.9840478564307
5,0.001,48,0.2,4,1,200,4,1e-07,91.98772623184956,74.3142144638404,92.90749242534625,75.97208374875373
6,0.001,48,0.2,4,1,200,4,1e-07,91.94357019289976,73.86533665835412,92.83627846677123,74.17746759720838
7,0.001,48,0.2,4,1,200,4,1e-07,92.02579857197016,74.46384039900249,92.97821275673289,75.3738783649053
8,0.001,48,0.2,4,1,200,4,1e-07,91.87821259768104,74.4139650872818,92.97279672390506,75.47357926221336
9,0.001,48,0.2,4,1,200,4,1e-07,92.4326900517562,74.4139650872818,93.04029265463176,74.67597208374876
10,0.001,48,0.2,4,1,200,4,1e-07,92.0369682751861,74.3640897755611,93.00340953670289,76.66999002991027
11,0.001,48,0.2,4,1,200,4,1e-07,91.90036005864991,73.51620947630923,93.05736124920294,73.678963110668
12,0.001,48,0.2,4,1,200,4,1e-07,92.42368454580753,74.1645885286783,92.97789735911091,74.57627118644068
13,0.001,48,0.2,4,1,200,4,1e-07,91.51333984829627,74.1645885286783,92.64344104155155,74.67597208374876
14,0.001,48,0.2,4,1,200,4,1e-07,92.0608681998168,74.4139650872818,93.03274380237045,74.27716849451646
15,0.001,48,0.2,4,1,200,4,1e-07,92.02524145065196,73.76558603491273,93.07608570998023,74.67597208374876
16,0.001,48,0.2,4,1,200,4,1e-07,91.8076485896501,74.4139650872818,92.85158005240723,75.17447657028913
17,0.001,48,0.2,4,1,200,4,1e-07,92.27622759014127,74.3142144638404,92.95456672036173,73.97806580259221
18,0.001,48,0.2,4,1,200,4,1e-07,92.09415189663427,74.56359102244389,92.97948288095654,74.67597208374876
19,0.001,48,0.2,4,1,200,4,1e-07,92.10257441562779,74.46384039900249,92.59388828989657,74.57627118644068
20,0.001,48,0.2,4,1,200,4,1e-07,91.94093841441529,73.71571072319202,92.83685399381906,72.68195413758724
21,0.001,48,0.2,4,1,200,4,1e-07,92.3275314019503,74.3640897755611,93.15636006868922,75.77268195413758
22,0.001,48,0.2,4,1,200,4,1e-07,92.34958636292845,74.0149625935162,92.60799608370775,72.08374875373879
23,0.001,48,0.2,4,1,200,4,1e-07,92.06672578071128,74.11471321695761,92.65811076132286,73.18045862412762
24,0.001,48,0.2,4,1,200,4,1e-07,92.00879756877558,75.21197007481297,93.11621736889471,73.87836490528414
25,0.001,48,0.2,4,1,200,4,1e-07,92.39333503846534,74.3640897755611,93.01151197954786,73.57926221335993
26,0.001,48,0.2,4,1,200,4,1e-07,92.47320990696751,75.01246882793018,92.97626064973412,75.07477567298105
27,0.001,48,0.2,4,1,200,4,1e-07,91.77343521629308,75.01246882793018,93.09814614000376,75.17447657028913
28,0.001,48,0.2,4,1,200,4,1e-07,92.15195506433085,75.56109725685786,92.96620902180882,76.17148554336988
