idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,test_auc,test_acc,val_auc,val_acc
0,0.0025,48,0.1,4,1,2,4,1e-07,90.21963214684753,73.16708229426435,91.40008784905388,72.38285144566301
0,0.0025,48,0.1,4,1,3,4,1e-07,90.11213289552443,72.11970074812967,91.35345840084942,72.88135593220339
0,0.0025,48,0.1,4,1,4,4,1e-07,90.4048498104526,74.0149625935162,91.46043337425431,73.57926221335993
0,0.0025,48,0.1,4,1,5,4,1e-07,90.85713733616842,73.46633416458853,91.8854134844959,74.27716849451646
0,0.0025,48,0.1,4,1,6,4,1e-07,90.98609205545561,73.46633416458853,91.4475240780195,74.57627118644068
0,0.0025,48,0.1,4,1,7,4,1e-07,90.77206790773282,73.36658354114714,90.99027456445405,74.17746759720838
0,0.0025,48,0.1,4,1,8,4,1e-07,90.7548505835302,73.61596009975062,92.30106821811619,73.678963110668
0,0.0025,48,0.1,4,1,9,4,1e-07,91.7016793121537,74.06483790523691,92.44092841930095,75.97208374875373
0,0.0025,48,0.1,4,1,10,4,1e-07,91.33713911090007,74.3142144638404,92.2126037186658,75.2741774675972
1,0.0025,48,0.1,4,1,2,4,1e-07,91.13118324394742,73.81546134663341,91.54918798943625,74.77567298105683
1,0.0025,48,0.1,4,1,3,4,1e-07,90.51766930354187,73.71571072319202,91.14109035456617,73.57926221335993
1,0.0025,48,0.1,4,1,4,4,1e-07,90.2803340924234,72.46882793017456,91.582711765159,72.68195413758724
1,0.0025,48,0.1,4,1,5,4,1e-07,90.85534582349288,74.06483790523691,91.57718370180874,73.57926221335993
1,0.0025,48,0.1,4,1,6,4,1e-07,90.57194075741513,72.56857855361596,91.2480531180618,73.18045862412762
1,0.0025,48,0.1,4,1,7,4,1e-07,90.14690822348544,72.16957605985037,91.78038522433124,74.27716849451646
1,0.0025,48,0.1,4,1,8,4,1e-07,91.1143426410932,73.26683291770574,92.02499122198074,73.47956131605184
1,0.0025,48,0.1,4,1,9,4,1e-07,90.72064157027124,73.81546134663341,91.6056303590916,73.87836490528414
1,0.0025,48,0.1,4,1,10,4,1e-07,91.21087044149799,73.91521197007481,92.21718223146895,73.28015952143569
2,0.0025,48,0.1,4,1,2,4,1e-07,90.92480631426287,73.56608478802993,92.40556098217654,73.97806580259221
2,0.0025,48,0.1,4,1,3,4,1e-07,91.27560677940683,73.56608478802993,91.93649236949362,73.47956131605184
2,0.0025,48,0.1,4,1,4,4,1e-07,90.73540184707369,74.2643391521197,91.79468816995154,75.87238285144566
2,0.0025,48,0.1,4,1,5,4,1e-07,91.15583891925507,74.91271820448878,91.54642837558733,75.07477567298105
2,0.0025,48,0.1,4,1,6,4,1e-07,90.90670065357514,73.71571072319202,91.943751073581,74.67597208374876
2,0.0025,48,0.1,4,1,7,4,1e-07,91.3120216022172,74.0149625935162,92.06635620940659,74.97507477567298
2,0.0025,48,0.1,4,1,8,4,1e-07,90.84543394275312,74.1645885286783,92.01910394325536,76.07178464606181
2,0.0025,48,0.1,4,1,9,4,1e-07,91.57662092768895,74.1645885286783,91.80519148311103,74.8753738783649
2,0.0025,48,0.1,4,1,10,4,1e-07,91.21980742534973,73.81546134663341,92.20181502433681,74.8753738783649
3,0.0025,48,0.1,4,1,2,4,1e-07,90.89188572810426,73.51620947630923,92.0600648764042,75.3738783649053
3,0.0025,48,0.1,4,1,3,4,1e-07,90.886034399174,74.214463840399,91.62566779416308,74.97507477567298
3,0.0025,48,0.1,4,1,4,4,1e-07,90.58465691507612,73.91521197007481,91.6287532510841,74.97507477567298
3,0.0025,48,0.1,4,1,5,4,1e-07,90.74803894148206,74.214463840399,91.92796080041921,74.27716849451646
3,0.0025,48,0.1,4,1,6,4,1e-07,90.6209824101932,72.91770573566085,91.57694058298252,73.37986041874377
3,0.0025,48,0.1,4,1,7,4,1e-07,90.7360609810193,73.91521197007481,92.4116012747446,73.47956131605184
3,0.0025,48,0.1,4,1,8,4,1e-07,90.56907146130506,72.81795511221945,91.36229659223838,72.98105682951147
3,0.0025,48,0.1,4,1,9,4,1e-07,90.66891360938615,72.76807980049875,91.67660783698778,73.678963110668
3,0.0025,48,0.1,4,1,10,4,1e-07,91.15812354338395,72.91770573566085,92.04947417091017,74.0777666999003
4,0.0025,48,0.1,4,1,2,4,1e-07,90.66050238962374,72.76807980049875,91.0637794668963,73.97806580259221
4,0.0025,48,0.1,4,1,3,4,1e-07,90.76528813585102,73.36658354114714,91.80585986753839,72.88135593220339
4,0.0025,48,0.1,4,1,4,4,1e-07,90.96617041236034,72.31920199501248,92.43552518914588,73.47956131605184
4,0.0025,48,0.1,4,1,5,4,1e-07,90.97071213940255,73.41645885286783,91.77531748889204,73.87836490528414
4,0.0025,48,0.1,4,1,6,4,1e-07,91.06247656053812,71.67082294264338,91.76171121396447,73.08075772681954
4,0.0025,48,0.1,4,1,7,4,1e-07,91.19256471319426,74.214463840399,91.78003857260386,72.68195413758724
4,0.0025,48,0.1,4,1,8,4,1e-07,90.85380052840642,73.96508728179552,91.79802920533783,73.87836490528414
4,0.0025,48,0.1,4,1,9,4,1e-07,91.61339076468366,74.3640897755611,92.31886966856325,74.37686939182453
4,0.0025,48,0.1,4,1,10,4,1e-07,91.27670113675258,73.06733167082294,92.00794819880461,74.67597208374876
5,0.0025,48,0.1,4,1,2,4,1e-07,90.79549644136061,72.96758104738154,91.70365913775636,73.37986041874377
5,0.0025,48,0.1,4,1,3,4,1e-07,90.55271857791838,74.2643391521197,91.75423888639018,74.0777666999003
