idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,entangle,penny_or_kipu,RD,convolutional,paralel,quantum_data,q_stride,connectivity,test_auc,test_acc,val_auc,val_acc,#params
0,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.48825842066513,73.96508728179552,92.89995190497629,74.67597208374876,140887
1,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.80146719911124,75.66084788029926,92.85637404533152,72.68195413758724,140887
2,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.98216711022965,75.81047381546135,93.08346573262163,75.67298105682951,140887
3,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.5208885222854,74.3640897755611,92.99970864482813,73.57926221335993,140887
4,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.91238711097355,76.05985037406484,92.81600741697751,74.37686939182453,140887
5,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.1517281868444,75.56109725685786,92.95104044628275,74.0777666999003,140887
6,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.39770785152997,75.81047381546135,92.99628297841146,73.47956131605184,140887
7,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.53762905253706,74.91271820448878,93.36414509753854,74.47657028913261,140887
8,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.38448681376053,73.86533665835412,93.09980485970088,73.77866400797608,140887
9,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.3599981598789,74.76309226932668,92.64908511141623,75.07477567298105,140887
10,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.59305652133352,74.96259351620948,93.04076830789884,73.18045862412762,140887
11,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.61599747673498,75.61097256857855,93.32362745914918,76.27118644067797,140887
12,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.57408946427506,74.61346633416458,93.01270402476601,71.68494516450647,140887
13,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.51619339369327,76.45885286783043,93.28157678165834,74.97507477567298,140887
14,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.15073253344387,74.56359102244389,92.91441433600576,73.37986041874377,140887
15,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.58400029969478,75.11221945137157,92.80734456494709,74.37686939182453,140887
16,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.2501238467337,75.31172069825436,93.1844728319717,75.2741774675972,140887
17,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.47244921210952,75.06234413965088,93.26398988725266,74.77567298105683,140887
18,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.34440805666301,73.46633416458853,93.29443736533358,75.77268195413758,140887
19,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.26520530044846,75.06234413965088,92.95461666021824,73.87836490528414,140887
20,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.74843695260691,76.35910224438904,93.31922357495309,75.07477567298105,140887
21,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.237189104244,74.1645885286783,93.44931923279832,72.88135593220339,140887
22,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.25530887438629,75.51122194513715,92.49622079017117,72.68195413758724,140887
23,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.51211940747845,76.00997506234414,93.25133908379921,75.17447657028913,140887
24,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.15214064999847,75.11221945137157,93.14692761049947,75.17447657028913,140887
25,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.40888763500183,75.31172069825436,93.3829648021106,74.17746759720838,140887
26,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.93869986684555,76.20947630922693,92.84140668316816,75.67298105682951,140887
27,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.22616723989641,74.214463840399,92.63624504133126,74.97507477567298,140887
28,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.211807922158,75.11221945137157,93.2143557197026,76.17148554336988,140887
29,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.08209856704605,75.06234413965088,93.03203360802897,74.47657028913261,140887
30,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.14733106051926,75.41147132169576,92.96724195596516,75.17447657028913,140887
31,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.54376684530983,75.41147132169576,93.11914625966962,75.57328015952145,140887
32,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.4214919898439,74.61346633416458,93.00153471628906,75.17447657028913,140887
33,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.5058921151084,74.3142144638404,92.86299349895212,72.58225324027916,140887
34,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.51808142998247,76.15960099750623,93.1123616970007,75.47357926221336,140887
35,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.71460072960502,74.76309226932668,93.69594745351625,74.37686939182453,140887
36,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.21050992679437,74.713216957606,93.3071646049448,74.77567298105683,140887
37,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.2460300038201,74.66334164588528,92.63883137683125,74.17746759720838,140887
38,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.34849081565567,74.214463840399,92.96657719444414,74.27716849451646,140887
39,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.6008262570105,75.51122194513715,92.9673316399886,74.97507477567298,140887
40,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.09719842630952,73.91521197007481,92.72744148235759,73.87836490528414,140887
41,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.62352763248158,76.30922693266832,92.88941070086992,76.76969092721835,140887
42,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,4,4,1e-07,filter,False,kipu,1,True,4,False,1,chain,92.48707331206528,74.56359102244389,93.09900328639168,75.57328015952145,140887
