idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,t,test_auc,test_acc,val_auc,val_acc
15,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.59980992616165,73.61596009975062,92.69050230359312,74.57627118644068
15,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.97227460736272,74.46384039900249,92.17205221965352,74.8753738783649
15,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.14837995035639,74.96259351620948,92.88634979174225,75.17447657028913
16,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.49595480271918,74.76309226932668,92.64737428957491,74.37686939182453
16,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.64151176798889,74.214463840399,92.51069334526488,71.68494516450647
16,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.18285968102164,74.2643391521197,92.81499863645647,74.77567298105683
16,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.3834671271081,74.3142144638404,92.34015210877716,74.47657028913261
17,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,92.00700956241968,74.81296758104739,92.62295340169263,73.57926221335993
17,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.9495558362774,74.56359102244389,93.09735838636074,74.57627118644068
17,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.78995104350314,74.2643391521197,92.42047021693574,75.17447657028913
17,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.6538358403395,72.26932668329177,92.94636492031941,73.18045862412762
18,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.97995495853148,73.06733167082294,92.8944558373462,73.678963110668
18,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.66356599325297,74.2643391521197,92.79542153954222,75.07477567298105
18,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.63913824117829,74.51371571072319,92.29730632318748,75.3738783649053
18,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.77168592517872,73.61596009975062,93.10004565543221,76.07178464606181
19,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.54826089595971,72.71820448877806,92.88227908079811,73.37986041874377
19,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.0307301283854,75.26184538653366,92.96930430213983,74.77567298105683
19,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.81048104605502,74.61346633416458,92.79426412367366,74.77567298105683
19,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.21481982061252,74.713216957606,92.65302822087745,74.37686939182453
20,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.71495910112262,74.11471321695761,92.99039461142449,74.37686939182453
20,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.66608964395087,73.56608478802993,92.74981449294127,73.28015952143569
20,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.43946075638266,74.214463840399,92.06373027153076,73.37986041874377
20,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.44281580875139,74.06483790523691,92.67152786684372,75.2741774675972
21,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,92.05073649300954,75.36159600997506,92.81647613745542,75.77268195413758
21,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.3095413644868,75.61097256857855,93.06827324104205,74.97507477567298
21,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.35864400981342,74.3142144638404,92.60502368548893,74.57627118644068
21,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,90.99125058802542,74.51371571072319,92.67485756764448,75.17447657028913
22,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.49207111567866,74.86284289276807,92.51050733280837,73.678963110668
22,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.08405292863256,74.06483790523691,93.10658187599311,75.67298105682951
22,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.23964650331472,74.76309226932668,93.15642148667405,74.97507477567298
22,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.63307196706664,74.51371571072319,92.8435244997065,76.86939182452642
23,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.79848848520932,74.91271820448878,92.65278942520091,75.77268195413758
23,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.9882966757071,73.61596009975062,92.80951885182999,73.57926221335993
23,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.69326719658608,74.2643391521197,93.230930389302,75.3738783649053
23,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.7062381328344,74.56359102244389,92.44238127359979,74.67597208374876
24,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.51669558048832,74.56359102244389,92.84390478644683,74.97507477567298
24,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.6419841913127,73.96508728179552,92.6774218718432,75.07477567298105
24,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.58991401696329,74.214463840399,93.13138634404261,74.97507477567298
24,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.63441785884491,73.06733167082294,92.82297855187778,73.87836490528414
25,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.85147805252235,73.36658354114714,93.02905767000358,75.17447657028913
25,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.97047733935764,74.11471321695761,93.05536225793257,75.57328015952145
25,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.77587697965262,75.71072319201994,92.97845706621717,76.5702891326022
25,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.57475506077677,74.46384039900249,92.53015921951221,73.87836490528414
26,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.78689027197112,75.46134663341645,93.14410536409514,74.37686939182453
26,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.2017535173692,73.26683291770574,92.47248091166529,74.77567298105683
26,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.51445365260747,72.61845386533666,92.37861157556388,74.77567298105683
26,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.01758142706485,74.0149625935162,92.58146394480866,74.97507477567298
27,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,92.03983912204433,74.61346633416458,92.78864347791796,75.17447657028913
27,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.96791897146535,75.16209476309227,92.80957017803136,73.97806580259221
27,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.37469753423167,73.96508728179552,93.00512302849425,76.17148554336988
27,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.69692497250257,74.06483790523691,92.70171103848155,75.47357926221336
28,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.35095114742381,74.3142144638404,92.80454511481831,74.17746759720838
28,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.932066847429,73.66583541147132,92.36138384523433,74.57627118644068
28,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.16652021055893,74.214463840399,92.83961704530581,74.37686939182453
28,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.18391465364736,76.60847880299252,93.12849545569948,75.87238285144566
29,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.75191151853993,74.214463840399,92.93253684126395,75.57328015952145
29,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.8387987973596,74.46384039900249,92.94668904279747,73.87836490528414
29,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.67001860034738,74.51371571072319,92.38255406621757,75.57328015952145
29,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.7534527008358,74.61346633416458,92.93082609333867,75.57328015952145
30,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.79823716948866,75.11221945137157,93.04394732081312,76.17148554336988
30,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.35349353044592,73.91521197007481,92.98500322309155,75.2741774675972
30,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.83361445411285,73.81546134663341,92.83856790757966,73.678963110668
30,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.47867934995355,74.46384039900249,92.3262322714411,74.8753738783649
31,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,92.00242530198366,74.96259351620948,93.02407507157803,75.77268195413758
31,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.10153035172655,75.76059850374065,93.1411778500631,75.87238285144566
31,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.11137866565863,74.06483790523691,92.91879203502612,73.97806580259221
31,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.60708655919424,74.713216957606,92.58357512069495,74.8753738783649
32,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.73175906625285,73.76558603491273,92.8614040487463,73.678963110668
32,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.42227580299587,73.01745635910224,92.75797938015126,75.17447657028913
32,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.02450174427635,75.01246882793018,92.88383546367118,74.77567298105683
32,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.37179956246531,72.81795511221945,92.12966121750492,73.87836490528414
33,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.72593246640892,74.2643391521197,92.50971467943197,74.17746759720838
33,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.53673746261653,74.91271820448878,92.91989447641552,75.17447657028913
33,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.66963718050154,73.86533665835412,92.2049729972688,73.37986041874377
33,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.05772313126799,74.81296758104739,93.41058672427344,74.67597208374876
34,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.69344656411249,74.61346633416458,92.68950438777469,74.77567298105683
34,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.92515340574137,75.16209476309227,93.22851623832108,74.77567298105683
34,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.92875421039474,74.86284289276807,92.80275967576506,74.97507477567298
34,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.5945341692443,75.61097256857855,92.96529610108291,76.07178464606181
35,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.40017718875751,73.46633416458853,92.55789407817916,73.97806580259221
35,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.7299847867955,74.06483790523691,92.61211130620951,74.67597208374876
35,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.63147018096215,74.86284289276807,92.78150446383293,73.77866400797608
35,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.61730520240774,75.16209476309227,92.96400239192464,76.07178464606181
36,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.95591239197502,75.01246882793018,93.06265546182847,76.27118644067797
36,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.51258733085837,74.1645885286783,92.72897140107351,75.2741774675972
36,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.66022591987989,74.713216957606,93.06263481900243,75.77268195413758
36,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.02738894605616,74.51371571072319,92.91216506241125,74.0777666999003
37,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.29858553610094,74.06483790523691,92.84696128581737,75.3738783649053
37,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.04117540571104,74.56359102244389,92.73969116221403,76.07178464606181
37,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.0902438981965,74.61346633416458,92.71301516365644,75.57328015952145
37,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.93207271077858,73.91521197007481,92.67109017000719,73.47956131605184
38,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.69448692945677,75.56109725685786,92.86137731643534,75.2741774675972
38,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.9056094865875,73.71571072319202,92.43045201965467,73.28015952143569
38,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.17363298197529,73.61596009975062,92.77111717263703,73.47956131605184
38,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.33065547977061,71.92019950124688,92.53915166507642,74.47657028913261
39,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.2459976755137,73.86533665835412,92.19667103193547,75.3738783649053
39,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.8593475211698,75.01246882793018,92.75212830910068,75.2741774675972
39,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.48691461933707,74.81296758104739,92.44504213687394,73.18045862412762
39,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.65001269043096,73.81546134663341,92.89812742716079,74.57627118644068
40,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.6638417081242,74.11471321695761,92.75681947195673,76.07178464606181
40,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.05349020611226,75.36159600997506,93.16894408210273,77.26819541375872
40,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.18363387352248,74.3640897755611,93.12220170463766,76.07178464606181
40,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.0682603373318,74.76309226932668,93.30099825322425,74.8753738783649
41,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.8941491934605,73.61596009975062,93.03986539930763,75.77268195413758
41,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.6561082165605,75.01246882793018,92.74896209366426,75.87238285144566
41,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.15945304715183,74.46384039900249,93.16495524409952,75.07477567298105
41,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.79422573819785,74.76309226932668,92.74458241880356,73.18045862412762
42,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.6439664381208,73.16708229426435,92.92581737702818,74.27716849451646
42,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.93082568464203,74.46384039900249,92.4636118337044,74.8753738783649
42,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.05381606568241,74.81296758104739,93.12148014681281,75.17447657028913
42,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.69347325714229,73.36658354114714,92.74266666603596,73.678963110668
43,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.69076806391298,74.46384039900249,92.71485107798361,73.77866400797608
43,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.81992946429169,74.3142144638404,92.71616442519968,74.0777666999003
