idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,t,test_auc,test_acc,val_auc,val_acc
43,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.97412819104862,74.76309226932668,92.74341733018379,75.57328015952145
43,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.41490957612216,74.06483790523691,92.64889347345411,73.77866400797608
44,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.93838768038809,73.51620947630923,92.90640988778891,73.47956131605184
44,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.25190237430611,75.16209476309227,93.15705866870331,76.07178464606181
44,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.3700957087648,74.0149625935162,92.79224414659352,74.67597208374876
44,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.1487759441559,74.214463840399,92.81768109557922,74.47657028913261
45,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.94188630967402,75.11221945137157,92.37252333202389,75.3738783649053
45,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,92.09123620735534,75.16209476309227,92.43461940481471,74.37686939182453
45,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.90646163391796,74.06483790523691,92.9073387450279,74.8753738783649
45,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.65044824351496,74.51371571072319,93.06213328700676,74.77567298105683
46,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,92.13417231065145,75.41147132169576,92.89662484084083,76.27118644067797
46,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.93010844781121,74.4139650872818,92.82557081762953,74.0777666999003
46,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.6623535207275,74.76309226932668,92.6995358614028,74.37686939182453
46,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.02892545161163,72.61845386533666,93.26959363989347,72.48255234297109
47,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,92.072038814916,74.4139650872818,93.05379477633642,73.87836490528414
47,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.51130972010515,75.31172069825436,92.97674299957276,74.8753738783649
47,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,92.35095239836498,75.11221945137157,93.08454167513219,76.37088733798603
47,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.11740753436183,74.66334164588528,92.48375296197956,73.87836490528414
48,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,92.3884415828445,74.713216957606,93.21104856461969,75.3738783649053
48,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.44239458597319,73.31670822942642,92.44567529607663,75.57328015952145
48,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.57356566374935,74.3142144638404,93.07759051569879,75.47357926221336
48,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,91.60857348149588,74.11471321695761,92.64359148459347,73.678963110668
49,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.05,91.96325607349863,75.16209476309227,93.14059092825036,75.3738783649053
49,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.1,91.58231255078017,71.87032418952619,92.89459007469928,73.77866400797608
49,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.15,91.68521008124253,74.66334164588528,92.88009845180773,75.3738783649053
49,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,0.2,92.00437087239884,74.61346633416458,93.02183051909131,74.8753738783649
