trainlosslist,trauclist,tracclist,vallosslist,auclist,acclist
1.2346557974815369,52.963642787036356,62.72299129441986,1.1106202006340027,70.13842492130154,66.89930209371884
1.0577595489365714,64.02781212936264,66.90452404738119,0.9923027157783508,74.29199972429933,67.69690927218345
0.9690528043678829,74.55478644821198,67.31839588982446,1.0286636352539062,80.77661592768337,61.814556331006976
0.9347954903330121,77.55050316165811,67.57528186099616,0.9347642660140991,82.16989513161116,66.6999002991027
0.9034114224570138,79.95949462779238,68.0462394748109,0.9029137790203094,83.52293526928202,68.39481555333998
0.870705029794148,82.84298256173848,68.95961181675467,0.8613515496253967,86.28520096608351,68.6939182452642
0.8526874993528638,84.01702749767158,68.97388325959754,0.8478970229625702,87.22498571742851,70.18943170488534
0.8521024797643934,84.25300544410524,69.40202654488368,0.8430918157100677,86.89761940620119,68.29511465603191
0.8346121396337237,85.6074491658669,69.78735550164122,0.8700465559959412,88.01239467940849,66.40079760717846
0.8208199909755162,86.4175776059004,69.68745540174112,0.824141651391983,88.14959022297451,69.39182452642075
0.8081759427274976,86.89928527627502,70.10132724418439,0.8078671097755432,88.59422579011805,69.89032901296112
0.7996796114104134,87.05152316254605,70.67218495789925,0.7952365577220917,89.49035302157483,71.1864406779661
0.7793391048908234,87.97936883065893,71.21449978592835,0.8452591300010681,88.79464911796062,68.29511465603191
0.7784140578338078,88.26387772454927,71.15741401455688,0.81327685713768,89.50086061454408,70.88733798604187
0.7666761364255633,88.72571331824595,71.27158555729984,0.7676357924938202,90.25811030080126,71.78464606181456
0.7646150588989258,88.75404424171684,71.69972884258598,0.8506191372871399,89.58066333713906,65.80259222333001
0.751182075057711,89.23211953125254,71.61410018552876,0.7414842844009399,90.9220631077933,72.28315054835494
0.7420242130756378,89.72644668089778,72.01370058512916,0.754623144865036,90.47568662681401,72.38285144566301
0.736789026430675,89.71911133500295,72.31340088482946,0.7573112547397614,91.23803751692984,73.57926221335993
0.7251520327159336,90.0628918542476,73.4408448694163,0.7211536765098572,91.51995224516502,73.97806580259221
0.7221678793430328,90.01269583519243,72.85571571285857,0.7326465249061584,91.53426660280563,72.98105682951147
0.7216966663088117,90.24002603587698,73.04124446981591,0.7092896997928619,91.654353737092,73.87836490528414
0.7127915663378579,90.35765017978498,73.49793064078779,0.7155030071735382,91.43778872841698,73.57926221335993
0.7172059033598218,90.35327917257823,72.71300128442985,0.7453541457653046,91.4173552326476,72.38285144566301
