idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,test_auc,test_acc,val_auc,val_acc
59,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.5434616147226,72.96758104738154,92.22870641377855,73.57926221335993
60,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,90.9835009315134,72.56857855361596,92.30674406707467,75.07477567298105
61,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.5956778149858,73.46633416458853,92.25622290195119,74.37686939182453
62,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.52010245742736,72.91770573566085,92.2295328368578,74.47657028913261
63,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.9552423023951,73.61596009975062,92.61861844063776,74.37686939182453
64,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.78642422894593,74.2643391521197,92.65330030618973,75.2741774675972
65,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.44304087857672,73.26683291770574,92.23905201053763,74.37686939182453
66,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.21934977971843,73.46633416458853,91.98391813122343,73.57926221335993
67,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.93814541208579,75.11221945137157,92.64542552527988,75.3738783649053
68,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.22026783400716,73.71571072319202,92.13626156210422,74.27716849451646
69,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,92.02690955052654,74.56359102244389,92.09873633171203,74.27716849451646
70,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.48827625897395,75.01246882793018,92.67684635758593,74.8753738783649
71,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.86822647249771,74.214463840399,92.1685596741743,75.3738783649053
72,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.5404370634146,73.11720698254364,92.22146386557782,74.97507477567298
73,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.00644718317749,73.91521197007481,92.07880949750708,73.57926221335993
74,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.62346214425673,74.86284289276807,92.75934759389378,74.8753738783649
75,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.70395677093856,73.56608478802993,92.43675910073054,74.97507477567298
76,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.76921790146328,74.61346633416458,92.48281553867605,75.77268195413758
77,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.5970342732332,73.01745635910224,92.47578783927166,75.3738783649053
78,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.8248216963641,73.96508728179552,92.20970603227305,75.07477567298105
79,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.16147136458814,73.86533665835412,92.35596369412569,75.2741774675972
80,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,92.07326257243619,74.2643391521197,92.34024864825426,74.97507477567298
81,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.78103699666997,73.56608478802993,92.22514340238006,74.27716849451646
82,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,90.98419661129442,72.41895261845387,92.33040258209128,73.87836490528414
83,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.83006037521444,73.91521197007481,92.08029018594684,75.17447657028913
84,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,92.16322414792147,74.0149625935162,92.09489691726908,73.47956131605184
85,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.72086770913862,74.3640897755611,92.54096573430664,74.67597208374876
86,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.84287315419553,73.96508728179552,92.0765487082963,75.17447657028913
87,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.64261346365751,73.96508728179552,92.61434311654452,75.17447657028913
88,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.89469938964177,73.81546134663341,93.0143072223535,75.2741774675972
89,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.65026838290038,73.71571072319202,92.76688278576935,73.678963110668
90,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.6046839931955,74.51371571072319,92.64118592364163,75.17447657028913
91,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.21472799278972,74.3640897755611,92.20451663973404,75.07477567298105
92,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.641285352924,73.81546134663341,91.95891313723308,74.47657028913261
93,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.70020467828202,73.46633416458853,92.46949428532162,76.07178464606181
94,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,92.24504249852397,74.91271820448878,92.32588296870338,74.97507477567298
95,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.80344057083704,73.46633416458853,92.35745197831562,74.77567298105683
96,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.2603838166314,73.11720698254364,91.68174770784232,73.97806580259221
97,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.87489848645758,74.3640897755611,92.36517049578744,74.57627118644068
98,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.99102359049647,74.56359102244389,92.41537751837701,74.8753738783649
99,0.003,48,0.225,4,3,6,4,1e-07,True,True,True,True,True,penny,91.80750902669332,74.11471321695761,91.79492669939512,73.97806580259221
