idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,test_auc,test_acc,val_auc,val_acc
80,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.51664011845588,74.76309226932668,92.76794499262536,75.97208374875373
81,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.61109992760238,73.61596009975062,93.10186008568702,76.07178464606181
82,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.24395881493889,73.51620947630923,92.38620108380303,74.37686939182453
83,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.51541355366113,74.713216957606,92.46456959973303,73.77866400797608
84,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.81989066418804,75.31172069825436,92.86817378296035,76.66999002991027
85,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.45715700246316,73.41645885286783,92.59294014572617,75.07477567298105
86,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.4635092916212,74.56359102244389,92.8356579021884,75.57328015952145
87,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.35052935245727,74.46384039900249,92.40720283244231,76.07178464606181
88,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.09577330060287,73.31670822942642,92.0571042782911,74.27716849451646
89,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.48020054790892,75.36159600997506,92.39797612152744,74.97507477567298
90,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.48316464278884,73.61596009975062,92.44437322862889,74.47657028913261
91,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.4447098202675,74.61346633416458,92.73787241876096,74.17746759720838
92,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.5688176333701,74.713216957606,92.5533084278867,76.27118644067797
93,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.66608525029994,74.66334164588528,92.26874245048138,74.77567298105683
94,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.29878338085484,73.66583541147132,92.33735504330248,73.47956131605184
95,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.04206335840547,73.56608478802993,92.03480150604429,74.0777666999003
96,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.6741259835437,74.46384039900249,92.76346692970124,76.07178464606181
97,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.54094502777893,74.91271820448878,92.31041783916532,74.27716849451646
98,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.94678337366953,74.66334164588528,92.83079672321726,76.17148554336988
99,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.51895916207525,74.3142144638404,92.42121666514623,74.37686939182453
