idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,which,test_auc,test_acc,val_auc,val_acc
27,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.08244371862108,74.56359102244389,74.56359102244389,93.28616701783344
28,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.97587125524612,73.56608478802993,72.71820448877806,92.8588681758002
29,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.07365078780072,74.96259351620948,74.81296758104739,92.52544200095355
30,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.59481956357264,74.06483790523691,74.214463840399,93.0402547680186
31,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.83011115200605,75.76059850374065,73.66583541147132,93.11117083379095
32,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.90014653070637,74.214463840399,73.86533665835412,93.12788413064087
33,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.05154044514401,72.76807980049875,74.11471321695761,92.6283243750185
34,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.2100442037264,74.11471321695761,73.56608478802993,93.18135630322546
35,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.01691271532374,74.56359102244389,73.81546134663341,92.70464931898142
36,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.87332089251905,74.51371571072319,75.26184538653366,93.00495931188361
37,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.84944572471589,73.81546134663341,73.66583541147132,92.73399335805873
38,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.2448260460292,75.41147132169576,75.46134663341645,92.76159464562888
39,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.27321545813926,74.06483790523691,74.06483790523691,93.0706126487369
40,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.16585211850744,74.51371571072319,75.01246882793018,92.6148785387445
41,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,91.90797054992417,74.4139650872818,74.51371571072319,92.35746293962292
42,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.07246144587296,74.61346633416458,74.713216957606,92.07682457035773
43,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,92.22166636184417,73.26683291770574,73.96508728179552,92.73060523834424
44,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,last,91.85991751380678,73.51620947630923,74.2643391521197,92.52493174452604
45,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.00343201201117,73.96508728179552,73.76558603491273,92.70868660174536
46,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.10675019094194,73.76558603491273,73.56608478802993,93.12242088624522
47,0.0025,48,0.225,4,2,3,4,1e-07,True,True,True,True,True,kipu,best,92.0513692099322,73.96508728179552,73.91521197007481,92.96622937789054
