idx,test_auc,test_acc,val_auc,val_acc,#params
0,91.62967712794627,75.21197007481297,92.61769067109711,75.17447657028913,26919
1,91.76210075095554,73.36658354114714,92.82367910916085,73.87836490528414,26919
2,92.20555552540416,74.2643391521197,92.96416198724926,74.77567298105683,26919
3,91.83147253092007,73.86533665835412,93.1768225089735,74.8753738783649,26919
4,92.36870466284024,75.21197007481297,93.00189751204103,75.87238285144566,26919
5,91.92662221954552,73.31670822942642,92.5843030836586,74.0777666999003,26919
6,92.08355366545274,74.4139650872818,92.5628678115495,75.67298105682951,26919
7,91.80326741674575,74.06483790523691,92.83457548941443,74.27716849451646,26919
8,92.41313954914625,75.41147132169576,92.53846247760303,73.77866400797608,26919
9,92.19483267317027,74.11471321695761,92.91845655214345,74.8753738783649,26919
10,92.00774704941492,74.56359102244389,92.57963102636015,75.07477567298105,26919
11,92.03116905240162,75.01246882793018,92.43071030842955,74.77567298105683,26919
12,92.11673853850833,74.66334164588528,92.82416450778081,74.17746759720838,26919
13,92.03624965780895,74.76309226932668,93.08280780033455,74.8753738783649,26919
14,92.11504830411147,74.56359102244389,92.86082195687656,76.17148554336988,26919
15,91.96816037254096,74.3640897755611,92.53387635142693,73.57926221335993,26919
16,92.31334574299966,74.91271820448878,92.81371342446442,74.67597208374876,26919
17,92.06913128904175,74.76309226932668,93.01131646852284,74.8753738783649,26919
18,91.82797896298963,74.214463840399,92.91163658130877,75.17447657028913,26919
19,92.29054703880311,75.26184538653366,93.06439700798687,75.57328015952145,26919
20,92.3520836456642,75.51122194513715,93.28593000144723,76.5702891326022,26919
21,92.0141877675775,74.46384039900249,92.92360998587144,74.67597208374876,26919
22,92.05682749067547,73.41645885286783,93.0360100969238,75.2741774675972,26919
23,91.75886154002355,74.214463840399,92.80211239903345,74.97507477567298,26919
24,91.88349164711323,74.4139650872818,92.9765256186866,75.2741774675972,26919
25,91.91947603034535,74.11471321695761,92.5645556557822,75.67298105682951,26919
26,91.47382096727148,74.4139650872818,92.4566529716661,74.47657028913261,26919
27,92.45501481134795,75.31172069825436,92.96760245487002,75.3738783649053,26919
28,92.48575106249646,74.214463840399,92.78288866779266,76.07178464606181,26919
29,92.38937720056667,74.76309226932668,92.57678854431705,74.0777666999003,26919
30,92.09981089999731,74.2643391521197,92.67674536790372,73.18045862412762,26919
31,92.56334437433257,74.86284289276807,93.17509571028235,74.77567298105683,26919
32,92.18055531267446,74.91271820448878,92.91039911838318,74.67597208374876,26919
33,91.99562013730517,74.0149625935162,92.51308689368979,73.28015952143569,26919
34,91.76649065361582,74.3142144638404,92.71369821721636,74.37686939182453,26919
35,91.7009139099997,74.96259351620948,93.22141020682915,75.87238285144566,26919
36,92.27422913062712,74.4139650872818,92.62262655987935,74.0777666999003,26919
37,92.01296483871776,73.76558603491273,92.62903194398068,73.678963110668,26919
38,92.24512297055402,75.41147132169576,93.27211778578562,75.97208374875373,26919
39,92.17493719588018,74.86284289276807,92.66950887831291,75.57328015952145,26919
40,92.54104068216536,74.96259351620948,92.6853124595678,74.47657028913261,26919
41,92.32216468502693,75.86034912718205,92.78652559733635,74.8753738783649,26919
42,91.74283774237838,73.76558603491273,92.34737407711273,73.87836490528414,26919
43,91.63384833408317,74.3142144638404,92.60770123342047,75.67298105682951,26919
44,92.19810009956466,73.96508728179552,92.86827369388566,76.86939182452642,26919
45,91.75402786187202,74.56359102244389,92.88714084684308,75.47357926221336,26919
46,92.33802381756327,74.91271820448878,93.05364682913304,74.77567298105683,26919
47,92.16880179800481,74.11471321695761,92.87793963230709,76.07178464606181,26919
48,92.2362299762474,75.06234413965088,93.22600819338138,74.77567298105683,26919
49,92.168100185239,74.4139650872818,92.50584960518843,76.17148554336988,26919
