idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,entangle,penny_or_kipu,RD,convolutional,paralel,quantum_data,q_stride,connectivity,test_auc,test_acc,val_auc,val_acc,#params
23,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.33269013336492,74.51371571072319,93.26491896482477,73.678963110668,103327
24,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.68166144742402,74.61346633416458,93.50637724228496,74.37686939182453,103327
25,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.57379536273925,75.51122194513715,93.28259938052659,75.67298105682951,103327
26,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.62430897806053,76.15960099750623,93.25979091745943,75.77268195413758,103327
27,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.84749697016437,76.10972568578553,93.0002483183243,75.2741774675972,103327
28,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.23546555749328,74.86284289276807,93.01490381105708,74.17746759720838,103327
29,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.35535178934316,76.10972568578553,92.9056402617393,75.47357926221336,103327
30,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.68514591993419,75.26184538653366,93.16787164580288,76.07178464606181,103327
31,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.7966955860208,75.21197007481297,93.24420135489152,74.47657028913261,103327
32,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.20754839154759,75.96009975062344,92.98437554946769,75.17447657028913,103327
33,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.62819248711229,74.76309226932668,93.25506975484973,74.97507477567298,103327
34,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.49003169124144,74.76309226932668,93.43163210593931,75.2741774675972,103327
35,0.0025,48,"{'embedding_attn': 0.375, 'after_attn': 0.275, 'feedforward': 0.275, 'embedding_pos': 0.225}",4,3,3,4,1e-07,filter,False,kipu,1,True,3,False,1,chain,92.43039724057269,75.21197007481297,93.39857908220527,74.0777666999003,103327
