idx,learning_rate,hidden_size,dropout,num_head,num_transf,mlp_size,patch_size,weight_decay,attention_selection,filter_by_attention,entangle,strong,mlp_only_quant,penny_or_kipu,test_auc,test_acc,val_auc,val_acc
55,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.6654463777396,74.66334164588528,92.02762065156548,74.67597208374876
56,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.803583575491,74.1645885286783,92.40806338251534,74.27716849451646
57,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.25573955084427,74.61346633416458,92.43501756526244,74.97507477567298
58,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.69181552444695,73.96508728179552,92.92841704550784,74.77567298105683
59,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,90.89790037834452,73.71571072319202,91.88462749881093,73.77866400797608
60,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,90.98225153107859,73.56608478802993,91.4792530449935,74.0777666999003
61,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.72269644418185,74.3640897755611,92.21912713005696,74.37686939182453
62,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.15580468927827,71.77057356608478,91.90707139959568,72.18344965104686
63,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.6921482946173,73.41645885286783,91.52449319329557,72.78165503489531
64,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.12879788461863,74.56359102244389,92.5205072448478,76.17148554336988
65,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,90.90234480035264,73.76558603491273,92.13826188004313,73.37986041874377
66,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.21810585662175,74.214463840399,91.68258163957391,74.57627118644068
67,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.90420754174309,75.01246882793018,92.70317958118062,75.97208374875373
68,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.72462490528315,74.81296758104739,92.86979708181616,75.07477567298105
69,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.53857961114163,72.71820448877806,92.54142645216773,73.87836490528414
70,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.70356760670468,73.91521197007481,92.14626743417698,73.97806580259221
71,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.84149792535192,75.21197007481297,92.3833129043118,75.47357926221336
72,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,90.7864316125059,71.67082294264338,91.53021942068366,72.78165503489531
73,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.72237577457797,73.91521197007481,92.143254234683,73.57926221335993
74,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.14195407496459,74.214463840399,91.63111976291917,73.18045862412762
75,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.49329248661925,73.21695760598503,91.996424638058,74.47657028913261
76,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.32642146302837,73.26683291770574,91.57960500030829,74.0777666999003
77,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.3814209674964,73.16708229426435,91.79599134019257,73.678963110668
78,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.62181188009608,74.66334164588528,92.66462101978536,76.07178464606181
79,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.56227415658064,73.81546134663341,91.87923590950311,73.57926221335993
80,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.75963087814047,74.46384039900249,92.16485993657679,76.5702891326022
81,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.81839550009585,73.31670822942642,91.65719969032304,73.77866400797608
82,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.40428341124111,74.06483790523691,92.00910840326358,74.97507477567298
83,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.24859976849733,73.16708229426435,92.39490530436895,73.87836490528414
84,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.46492714898038,72.61845386533666,92.36448209340203,74.27716849451646
85,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.39712973076746,72.81795511221945,91.61166986188071,74.47657028913261
86,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.85092020001484,74.46384039900249,92.01449107415044,74.0777666999003
87,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.6647936563765,74.46384039900249,91.97960315260174,74.77567298105683
88,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.60158604439434,73.21695760598503,92.55536995481356,74.77567298105683
89,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.676293988979,74.56359102244389,92.3263804163952,74.27716849451646
90,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.34911138241695,72.26932668329177,92.47545390844566,74.47657028913261
91,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.71404247015712,73.96508728179552,92.19811046093733,75.2741774675972
92,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.30660907719891,73.51620947630923,91.56677645324493,73.18045862412762
93,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,90.83544050893734,73.21695760598503,91.63268063065226,73.28015952143569
94,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.4345835795852,74.11471321695761,91.94406517763767,74.17746759720838
95,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.67988725479714,74.4139650872818,92.057776422358,73.97806580259221
96,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.72993182367722,73.76558603491273,91.74703050729482,74.67597208374876
97,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.69387295772307,73.11720698254364,91.97780381353274,74.57627118644068
98,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.20924156915358,73.81546134663341,92.23856012177362,74.17746759720838
99,0.003,48,0.225,4,2,6,4,1e-07,False,False,True,True,False,penny,91.23760854105824,73.66583541147132,92.20179293816203,75.07477567298105
