trainlosslist,vallosslist
0.6408186757138797,0.055442098528146744
0.2874930921409811,0.04582029953598976
0.19938942257847106,0.037727830931544304
0.15658588707447052,0.035482291132211685
0.13296196210597241,0.03397349454462528
0.11770291120878287,0.033463225699961185
0.10632844136229583,0.032612153328955173
0.09738649401281561,0.0316427587531507
0.09001763856836728,0.03238943452015519
0.08383891758109842,0.03060490544885397
0.0784852539322206,0.03157555731013417
0.07383408610309873,0.030756285414099693
0.0696369084928717,0.028458230663090944
0.065902887444411,0.027359182946383953
0.06266467180103064,0.028251754585653543
0.05998062395623752,0.026163749862462282
0.05734446205730949,0.026613246649503708
0.05524824865694557,0.024514323566108942
0.053383944156978815,0.023225129581987858
0.051773513933377605,0.021931974682956934
0.050309856688337665,0.021982824429869652
0.048935542947479656,0.020672044716775417
0.04786387977323362,0.02069975482299924
0.04673556158585208,0.020331352949142456
0.04590961430221796,0.019507052842527628
0.045000177275921614,0.019108034670352936
0.044193187462432046,0.01933708554133773
0.043445950240961144,0.019108986016362906
0.0427925694467766,0.019065681379288435
0.042226552697164674,0.019062695559114218
0.04167882286544357,0.018434544559568167
0.04112274079982724,0.018572031054645777
0.04063763416239193,0.018782333005219698
0.04028946068137884,0.018793697468936443
0.0397867543090667,0.018824512138962746
0.03938909327345235,0.018334894441068172
0.039028861692973545,0.018662210553884506
0.03866032058639186,0.018074957188218832
0.03834296270672764,0.018411153461784124
0.0380388664613877,0.017855131067335606
0.03783838517431702,0.018342748750001192
0.03748746109860284,0.018096699379384518
0.037170595090304105,0.018414704594761133
0.03680684696882963,0.01762101473286748
0.03666542164449181,0.018927530851215124
0.036443374917975495,0.018293673638254404
0.03623165323265961,0.018775424920022488
0.035993944321359904,0.01882663508877158
0.03578520646052701,0.019295814912766218
0.03572198801806995,0.01807053852826357
0.03539836646190712,0.017560388427227736
0.03522605515484299,0.01820651302114129
0.03502044174820185,0.018085971008986235
0.03474593535065651,0.018548095133155584
0.03470438998192549,0.01813996396958828
0.03456670059157269,0.01868784846737981
0.03437081764319113,0.01854299008846283
0.03431215416640043,0.018558490090072155
0.034170079311089854,0.018219246063381433
0.034010148873286586,0.017991025000810623
0.03382224283580269,0.01870047254487872
0.03366577026567289,0.01836744463071227
0.03365705268723624,0.017471828497946262
0.03348370229027101,0.017928315326571465
0.033308378154678006,0.01970280148088932
0.03325684781053236,0.017826028633862734
0.033126293149377616,0.01779785379767418
0.03306410474968808,0.019257082603871822
0.03290969120072467,0.01758834347128868
0.0328056473684098,0.01859974069520831
0.032807411093797,0.018297596834599972
0.03265074999736888,0.018354731611907482
0.03256073274782726,0.018429352436214685
0.032446603290736675,0.01821289025247097
0.032375353654580455,0.01822721492499113
0.03227423570517983,0.0187647040002048
0.03218074236065149,0.0176686211489141
0.032188759850604196,0.018197875935584307
0.0320623249613813,0.018182383850216866
0.03201164158859423,0.01870528282597661
0.03187323667641197,0.018407251685857773
0.03187178620802505,0.018631575629115105
0.03183322246851666,0.01890799729153514
0.031728944674666436,0.018064952455461025
0.03163451402048979,0.01755740726366639
0.031615831556596925,0.01797829056158662
0.031572890002280474,0.018038551323115826
0.03147311322391033,0.01838146010413766
0.03145748862464513,0.01828063791617751
0.031407822987862995,0.018697024323046207
0.031338382312761884,0.01792085776105523
0.03116578795015812,0.01838977076113224
0.031203403337193385,0.018324384465813637
0.031132178381085396,0.017892745789140463
0.031097000065658773,0.017699365969747305
0.03107435309461185,0.01808714959770441
0.031019542765404497,0.01777645805850625
0.030926893997405256,0.018062067683786154
0.03088131926155516,0.017734802328050137
0.030911276316536323,0.017592336051166058
